Gender,ParentEdu,ParentMaritalStatus,ExtraCurricular,IsFirstChild,Siblings,Transportation,AvgReadingScore,AvgWritingScore,traveltime,studytime,internet,freetime,absences,CGPA
female,bachelor's degree,divorced,sometimes,yes,2,,51,52,2,2,yes,4,18,F
female,some college,married,regularly,,0,private,80,85,2,3,yes,3,10,D
male,some high school,,sometimes,yes,5,private,59,61,1,2,yes,4,4,F
male,some college,single,never,yes,,school_bus,55,47,1,1,yes,5,20,F
male,some high school,married,never,yes,1,school_bus,62,57,3,2,no,1,2,F
female,associate's degree,divorced,regularly,yes,2,private,60,57,1,2,yes,5,0,F
female,some college,married,sometimes,yes,1,school_bus,92,92,2,2,yes,5,14,B
female,some college,married,regularly,yes,0,school_bus,100,100,2,2,yes,3,2,A
male,some college,single,never,no,3,private,64,56,1,1,yes,4,0,D
female,associate's degree,,sometimes,yes,5,private,61,56,1,1,yes,3,0,F
female,high school,single,sometimes,no,2,school_bus,64,61,2,3,yes,4,0,F
female,high school,married,never,no,2,private,87,88,3,1,yes,3,6,B
female,high school,divorced,regularly,yes,1,school_bus,60,57,2,1,yes,2,4,F
male,some high school,single,regularly,no,2,private,74,65,1,1,yes,4,16,D
female,master's degree,married,sometimes,yes,2,private,91,90,1,2,yes,3,8,B
male,associate's degree,married,sometimes,yes,2,school_bus,79,86,1,1,yes,3,0,C
male,bachelor's degree,married,regularly,no,3,school_bus,78,83,2,1,yes,4,0,A
male,associate's degree,married,sometimes,no,2,private,48,45,3,2,yes,3,6,D
female,some high school,married,sometimes,no,1,school_bus,74,73,1,1,yes,2,4,C
male,some college,single,sometimes,yes,1,,81,84,2,1,no,3,0,B
male,some college,married,regularly,yes,2,,69,70,1,1,yes,4,0,C
female,,married,sometimes,yes,1,school_bus,67,57,2,1,yes,4,2,F
female,some high school,married,never,yes,2,,50,50,1,4,yes,2,6,F
male,some high school,married,regularly,no,2,private,59,65,1,2,yes,3,12,D
female,some high school,married,sometimes,yes,1,school_bus,66,63,1,2,yes,2,8,D
male,some college,divorced,sometimes,yes,3,,67,69,1,4,yes,4,0,D
male,some college,married,sometimes,yes,3,,76,68,1,2,yes,1,21,D
male,some high school,married,regularly,yes,0,school_bus,54,55,1,2,yes,3,2,D
female,some high school,married,,yes,4,school_bus,65,59,1,3,no,3,1,F
female,high school,single,sometimes,yes,2,school_bus,68,63,1,3,no,2,4,F
female,bachelor's degree,divorced,regularly,yes,0,private,63,60,1,3,yes,3,0,F
male,some college,married,sometimes,yes,1,private,65,72,2,2,yes,2,13,C
female,bachelor's degree,married,regularly,yes,0,private,65,71,1,2,yes,4,2,F
male,high school,single,sometimes,no,1,private,69,61,2,2,yes,3,8,C
male,some high school,single,never,yes,3,school_bus,51,53,1,2,yes,4,10,F
female,high school,single,sometimes,yes,0,school_bus,90,79,2,2,yes,3,0,C
female,high school,married,regularly,no,1,private,62,61,1,2,yes,3,15,F
female,master's degree,divorced,sometimes,no,3,school_bus,65,71,1,4,yes,5,4,D
female,high school,married,regularly,yes,1,school_bus,49,60,2,2,no,4,2,F
male,some college,single,sometimes,yes,0,school_bus,64,56,1,2,no,5,2,C
female,,widowed,regularly,yes,1,,42,39,2,2,yes,3,2,F
male,high school,married,regularly,yes,1,private,87,83,2,2,yes,4,6,A
male,associate's degree,married,regularly,yes,0,private,83,80,2,2,yes,1,75,C
female,master's degree,married,regularly,yes,1,private,55,50,2,1,yes,2,22,F
male,some high school,,,yes,3,private,52,52,1,2,yes,4,15,D
female,high school,divorced,never,no,,school_bus,92,90,2,1,yes,2,8,C
female,high school,married,regularly,yes,3,private,98,100,2,1,yes,5,30,A
female,some college,,regularly,yes,3,private,40,29,1,1,yes,4,19,F
male,some college,single,sometimes,yes,1,private,56,63,2,4,no,2,1,F
female,some high school,married,sometimes,yes,3,school_bus,67,65,2,2,yes,4,4,F
female,some college,single,never,yes,1,private,75,75,1,2,yes,4,4,D
female,bachelor's degree,divorced,sometimes,yes,0,school_bus,80,78,1,2,yes,3,2,D
female,bachelor's degree,married,sometimes,,1,private,90,92,1,3,yes,3,5,B
male,some high school,divorced,regularly,yes,0,school_bus,40,44,1,3,yes,3,6,F
female,high school,divorced,sometimes,,0,private,61,69,1,3,yes,2,6,F
male,,divorced,sometimes,yes,1,school_bus,55,49,1,2,yes,4,9,F
male,some college,single,regularly,no,5,private,76,74,1,2,yes,3,11,C
male,master's degree,married,sometimes,yes,0,school_bus,90,93,1,3,yes,2,0,A
male,high school,divorced,never,yes,3,private,50,54,1,2,yes,4,12,D
male,associate's degree,single,regularly,yes,2,school_bus,64,60,2,4,no,1,6,C
male,some high school,single,sometimes,yes,4,school_bus,66,67,2,3,yes,4,8,B
male,some college,divorced,sometimes,yes,0,private,85,85,1,1,yes,4,4,A
male,bachelor's degree,married,regularly,yes,,school_bus,60,69,2,2,yes,3,0,C
female,associate's degree,married,never,yes,1,school_bus,71,69,2,2,yes,4,10,D
female,high school,married,sometimes,yes,3,school_bus,98,100,1,4,yes,3,0,A
female,high school,married,never,yes,3,school_bus,83,80,1,1,yes,4,5,D
female,associate's degree,single,regularly,yes,1,school_bus,86,93,1,2,yes,2,14,A
female,some high school,married,sometimes,yes,1,private,77,74,2,1,yes,1,0,D
male,associate's degree,divorced,sometimes,yes,2,,43,37,2,3,yes,3,0,F
male,bachelor's degree,single,sometimes,yes,7,school_bus,70,72,1,4,yes,2,0,C
female,some high school,single,regularly,no,1,private,77,65,1,2,yes,4,20,F
male,high school,single,sometimes,no,2,,70,69,1,2,yes,4,8,A
female,master's degree,married,regularly,yes,1,school_bus,90,86,1,1,no,5,0,C
male,,single,regularly,no,3,school_bus,66,71,2,1,yes,3,38,C
female,some college,divorced,sometimes,yes,4,private,66,67,1,2,no,5,0,D
male,,divorced,sometimes,yes,1,private,58,59,1,2,yes,4,18,C
male,some college,single,sometimes,yes,2,school_bus,78,73,1,2,no,2,0,B
female,bachelor's degree,single,sometimes,yes,1,,78,73,3,2,yes,4,20,C
male,associate's degree,single,regularly,no,2,,36,36,1,2,yes,5,3,F
female,high school,married,sometimes,yes,1,private,54,45,2,2,yes,2,22,F
female,some college,divorced,sometimes,yes,7,private,72,79,1,3,yes,1,14,C
female,bachelor's degree,married,sometimes,yes,2,school_bus,69,72,1,3,yes,1,40,D
female,associate's degree,married,sometimes,no,4,school_bus,71,70,2,2,yes,3,0,D
male,some college,divorced,sometimes,no,3,school_bus,78,72,1,3,yes,3,9,B
female,some college,married,sometimes,yes,3,school_bus,87,84,1,3,yes,3,0,C
female,bachelor's degree,divorced,regularly,yes,1,school_bus,87,87,1,2,yes,4,2,B
male,associate's degree,married,sometimes,yes,2,school_bus,63,57,1,2,yes,2,23,C
male,some college,married,regularly,yes,2,private,74,70,1,2,no,2,12,C
female,bachelor's degree,married,regularly,no,3,school_bus,82,84,1,3,yes,3,3,D
male,bachelor's degree,married,sometimes,yes,0,private,48,39,1,3,yes,4,1,F
male,some high school,divorced,sometimes,,1,school_bus,71,74,2,3,yes,3,0,B
female,some college,married,never,yes,2,school_bus,74,80,1,3,yes,3,3,D
female,high school,married,never,yes,2,school_bus,79,78,1,1,yes,3,3,C
male,some high school,married,sometimes,no,1,private,89,87,4,1,yes,4,8,A
male,some college,married,sometimes,no,2,,67,66,1,3,yes,4,7,C
male,associate's degree,married,never,no,2,school_bus,75,74,2,3,yes,3,4,C
male,some college,single,sometimes,no,,private,59,60,1,4,yes,5,2,D
male,high school,divorced,never,no,4,school_bus,51,38,1,3,yes,4,7,F
female,high school,single,sometimes,yes,1,private,87,79,1,2,yes,3,0,B
male,some high school,married,never,no,2,school_bus,82,76,1,2,yes,3,0,B
female,some high school,married,sometimes,yes,1,school_bus,74,74,2,4,no,4,0,D
female,high school,married,never,no,4,private,71,77,1,3,yes,4,16,D
male,,single,regularly,,0,school_bus,65,53,1,3,no,4,12,C
female,bachelor's degree,married,sometimes,yes,1,school_bus,74,74,1,2,yes,3,0,C
male,high school,married,regularly,yes,0,private,66,72,1,4,yes,3,7,D
male,some college,married,sometimes,yes,2,private,79,76,1,2,yes,3,4,B
male,,single,regularly,yes,7,school_bus,91,89,1,3,yes,3,4,A
female,some high school,divorced,never,no,4,private,73,67,1,2,yes,3,0,F
male,bachelor's degree,married,sometimes,no,1,school_bus,82,84,1,2,yes,3,11,A
female,bachelor's degree,divorced,sometimes,yes,5,school_bus,99,100,1,2,yes,3,0,B
female,master's degree,divorced,sometimes,no,2,school_bus,78,81,1,3,yes,3,4,D
female,some college,married,regularly,yes,3,school_bus,71,67,1,3,yes,4,7,D
female,high school,married,sometimes,yes,2,school_bus,74,74,1,3,yes,3,9,C
female,some high school,single,sometimes,yes,2,private,97,98,1,3,yes,4,0,B
female,high school,single,regularly,no,,private,82,79,1,3,yes,4,0,B
female,some high school,single,regularly,yes,1,private,87,82,2,1,yes,5,10,D
male,some college,divorced,regularly,yes,3,,100,100,3,2,yes,4,8,A
male,,married,sometimes,no,3,private,59,52,2,2,yes,5,2,D
male,high school,widowed,sometimes,yes,2,private,70,67,1,1,yes,3,7,D
male,some college,married,sometimes,yes,4,private,54,50,3,1,yes,4,4,F
male,,married,regularly,yes,1,school_bus,48,49,2,2,yes,5,4,F
female,,married,regularly,yes,0,school_bus,66,69,1,2,no,3,0,F
female,associate's degree,single,regularly,yes,2,school_bus,86,91,2,2,yes,3,4,C
female,some high school,single,sometimes,yes,3,school_bus,72,77,2,2,no,2,2,F
male,bachelor's degree,married,regularly,yes,1,private,87,86,2,1,yes,3,4,A
male,some high school,divorced,sometimes,no,3,,61,54,2,3,yes,3,0,F
male,associate's degree,married,,yes,3,school_bus,89,85,3,2,no,3,0,B
female,some college,married,sometimes,yes,4,private,91,90,2,2,no,4,2,B
female,some college,married,sometimes,yes,2,private,96,98,2,2,yes,3,0,B
female,some high school,divorced,sometimes,yes,1,school_bus,46,46,1,2,yes,3,0,F
female,some college,married,sometimes,yes,1,school_bus,87,74,2,2,no,2,0,D
male,high school,married,regularly,yes,3,private,52,46,2,2,no,3,4,F
male,some high school,single,regularly,yes,6,school_bus,72,68,2,3,yes,2,0,C
male,associate's degree,single,sometimes,yes,0,school_bus,85,84,3,1,yes,2,0,B
female,some college,divorced,regularly,yes,0,school_bus,83,83,2,1,yes,2,0,C
male,some high school,divorced,sometimes,no,2,school_bus,54,42,3,2,yes,2,10,F
male,associate's degree,single,never,yes,5,private,53,42,2,2,no,2,4,F
male,bachelor's degree,divorced,sometimes,yes,1,school_bus,76,67,3,1,yes,3,3,C
male,bachelor's degree,married,regularly,yes,2,school_bus,71,74,1,3,no,4,8,C
female,some high school,married,sometimes,no,1,private,60,72,1,1,yes,5,14,F
female,some college,married,regularly,no,2,school_bus,59,51,2,3,yes,4,0,F
male,high school,married,never,,2,school_bus,52,48,4,3,yes,3,2,F
male,master's degree,single,sometimes,yes,0,private,41,44,2,3,yes,4,4,F
female,some college,married,sometimes,yes,3,private,31,36,1,2,yes,4,4,F
male,some college,,regularly,yes,2,school_bus,75,72,1,2,yes,1,0,C
male,associate's degree,married,sometimes,yes,2,,49,39,1,2,yes,5,17,F
female,high school,divorced,sometimes,no,1,private,73,71,1,2,yes,2,4,D
female,some college,married,,yes,1,,100,98,2,1,yes,4,5,B
male,bachelor's degree,married,sometimes,no,2,private,61,56,2,2,yes,4,2,D
male,associate's degree,married,regularly,no,2,school_bus,56,58,2,1,no,3,0,D
female,bachelor's degree,,sometimes,yes,3,private,82,86,2,1,no,4,14,C
female,some college,married,sometimes,no,3,,88,86,2,3,no,3,2,C
male,associate's degree,single,regularly,no,2,school_bus,69,66,3,1,yes,4,7,F
female,some high school,married,sometimes,yes,2,private,60,60,1,3,yes,4,0,F
female,some college,single,sometimes,yes,4,school_bus,55,52,1,2,yes,3,0,F
female,master's degree,married,sometimes,no,3,school_bus,92,100,2,2,no,1,0,B
female,bachelor's degree,married,sometimes,yes,0,school_bus,52,56,1,2,no,5,11,F
male,master's degree,married,sometimes,yes,0,school_bus,62,61,2,1,yes,4,3,D
male,some high school,married,sometimes,yes,1,school_bus,53,50,1,1,no,5,3,D
female,some high school,divorced,sometimes,yes,5,school_bus,72,65,3,1,yes,4,0,F
